tecnica;accuracy;roc_auc_score;auc;f1_score;log_loss;precision;recall;identificador_aleatorio1;identificador_aleatorio2;tipo_split;normalizador;redutor_dimensionalidade;pipeline;parametros;random_state_split;random_state_random_search;cross_validation_random_search;best_estimator;best_params;versao_dados
KNeighborsClassifier;0.7179487179487181;0.7054945054945054;0.7725274725274726;0.6507936507936507;9.741808675158168;0.6721311475409836;0.6307692307692307;8351545;4125686;train_test_split 25%;Não utilizado;Não utilizado;"[('KNeighborsClassifier', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=5, p=2,
                     weights='uniform'))]";{'KNeighborsClassifier__n_neighbors': [3, 5, 7, 9], 'KNeighborsClassifier__weights': ('uniform', 'distance'), 'KNeighborsClassifier__algorithm': ('auto', 'ball_tree', 'kd_tree', 'brute'), 'KNeighborsClassifier__p': [1, 2]};19;7;5;"Pipeline(memory=None,
         steps=[('KNeighborsClassifier',
                 KNeighborsClassifier(algorithm='kd_tree', leaf_size=30,
                                      metric='minkowski', metric_params=None,
                                      n_jobs=None, n_neighbors=7, p=1,
                                      weights='uniform'))],
         verbose=False)";{'KNeighborsClassifier__weights': 'uniform', 'KNeighborsClassifier__p': 1, 'KNeighborsClassifier__n_neighbors': 7, 'KNeighborsClassifier__algorithm': 'kd_tree'};3_4
LinearDiscriminantAnalysis;0.7435897435897436;0.7296703296703296;0.8063398140321221;0.6774193548387097;8.856183647132953;0.7118644067796609;0.6461538461538462;3687575;1318986;train_test_split 25%;Não utilizado;Não utilizado;"[('LinearDiscriminantAnalysis', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
                           solver='svd', store_covariance=False, tol=0.0001))]";{'LinearDiscriminantAnalysis__solver': ('svd', 'lsqr'), 'LinearDiscriminantAnalysis__tol': [0.001, 0.0001, 1e-05]};19;20;10;"Pipeline(memory=None,
         steps=[('LinearDiscriminantAnalysis',
                 LinearDiscriminantAnalysis(n_components=None, priors=None,
                                            shrinkage=None, solver='svd',
                                            store_covariance=False,
                                            tol=0.001))],
         verbose=False)";{'LinearDiscriminantAnalysis__tol': 0.001, 'LinearDiscriminantAnalysis__solver': 'svd'};3_4
LogisticRegression;0.7435897435897436;0.7296703296703296;0.8142857142857144;0.6774193548387097;8.856183647132953;0.7118644067796609;0.6461538461538462;4490756;7588909;train_test_split 25%;Não utilizado;Não utilizado;"[('LogisticRegression', LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=100,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=None, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False))]";{'LogisticRegression__fit_intercept': [True, False], 'LogisticRegression__solver': ('newton-cg', 'sag', 'lbfgs'), 'LogisticRegression__max_iter': [10, 100, 1000, 10000], 'LogisticRegression__warm_start': [True, False]};19;30;4;"Pipeline(memory=None,
         steps=[('LogisticRegression',
                 LogisticRegression(C=1.0, class_weight=None, dual=False,
                                    fit_intercept=True, intercept_scaling=1,
                                    l1_ratio=None, max_iter=10000,
                                    multi_class='auto', n_jobs=None,
                                    penalty='l2', random_state=None,
                                    solver='newton-cg', tol=0.0001, verbose=0,
                                    warm_start=False))],
         verbose=False)";{'LogisticRegression__warm_start': False, 'LogisticRegression__solver': 'newton-cg', 'LogisticRegression__max_iter': 10000, 'LogisticRegression__fit_intercept': True};3_4
LogisticRegressionCV;0.75;0.7351648351648351;0.8029585798816569;0.6829268292682927;8.63477610872051;0.7241379310344828;0.6461538461538462;3152222;3220835;train_test_split 25%;Não utilizado;Não utilizado;"[('LogisticRegressionCV', LogisticRegressionCV(Cs=10, class_weight=None, cv=None, dual=False,
                     fit_intercept=True, intercept_scaling=1.0, l1_ratios=None,
                     max_iter=100, multi_class='auto', n_jobs=None,
                     penalty='l2', random_state=None, refit=True, scoring=None,
                     solver='lbfgs', tol=0.0001, verbose=0))]";{'LogisticRegressionCV__fit_intercept': [True, False], 'LogisticRegressionCV__cv': ['warn', 3, 5, 7, 9], 'LogisticRegressionCV__solver': ('newton-cg', 'lbfgs', 'liblinear', 'sag', 'saga'), 'LogisticRegressionCV__refit': [True, False], 'LogisticRegressionCV__multi_class': ('ovr', 'auto')};19;36;3;"Pipeline(memory=None,
         steps=[('LogisticRegressionCV',
                 LogisticRegressionCV(Cs=10, class_weight=None, cv=3,
                                      dual=False, fit_intercept=True,
                                      intercept_scaling=1.0, l1_ratios=None,
                                      max_iter=100, multi_class='auto',
                                      n_jobs=None, penalty='l2',
                                      random_state=None, refit=True,
                                      scoring=None, solver='liblinear',
                                      tol=0.0001, verbose=0))],
         verbose=False)";{'LogisticRegressionCV__solver': 'liblinear', 'LogisticRegressionCV__refit': True, 'LogisticRegressionCV__multi_class': 'auto', 'LogisticRegressionCV__fit_intercept': True, 'LogisticRegressionCV__cv': 3};3_4
MLPClassifier;0.7756410256410257;0.7659340659340659;0.8038038884192731;0.7244094488188977;7.749166457568954;0.7419354838709677;0.7076923076923077;5284961;8452620;train_test_split 25%;Não utilizado;Não utilizado;"[('MLPClassifier', MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=(100,), learning_rate='constant',
              learning_rate_init=0.001, max_fun=15000, max_iter=200,
              momentum=0.9, n_iter_no_change=10, nesterovs_momentum=True,
              power_t=0.5, random_state=None, shuffle=True, solver='adam',
              tol=0.0001, validation_fraction=0.1, verbose=False,
              warm_start=False))]";{'MLPClassifier__hidden_layer_sizes': [(1,), (100,), (500,), (1, 3), (100, 3), (500, 3)], 'MLPClassifier__activation': ('identity', 'logistic', 'tanh', 'relu'), 'MLPClassifier__solver': ('lbfgs', 'sgd', 'adam'), 'MLPClassifier__learning_rate': ('constant', 'invscaling', 'adaptive'), 'MLPClassifier__shuffle': [True, False], 'MLPClassifier__max_iter': [100, 500, 1000], 'MLPClassifier__tol': [0.001, 0.0001, 1e-05]};19;11;8;"Pipeline(memory=None,
         steps=[('MLPClassifier',
                 MLPClassifier(activation='identity', alpha=0.0001,
                               batch_size='auto', beta_1=0.9, beta_2=0.999,
                               early_stopping=False, epsilon=1e-08,
                               hidden_layer_sizes=(500,),
                               learning_rate='constant',
                               learning_rate_init=0.001, max_fun=15000,
                               max_iter=100, momentum=0.9, n_iter_no_change=10,
                               nesterovs_momentum=True, power_t=0.5,
                               random_state=None, shuffle=True, solver='adam',
                               tol=1e-05, validation_fraction=0.1,
                               verbose=False, warm_start=False))],
         verbose=False)";{'MLPClassifier__tol': 1e-05, 'MLPClassifier__solver': 'adam', 'MLPClassifier__shuffle': True, 'MLPClassifier__max_iter': 100, 'MLPClassifier__learning_rate': 'constant', 'MLPClassifier__hidden_layer_sizes': (500,), 'MLPClassifier__activation': 'identity'};3_4
MultinomialNB;0.75;0.7307692307692308;0.7919695688926459;0.6722689075630253;8.634765857471406;0.7407407407407407;0.6153846153846154;6690563;3191375;train_test_split 25%;Não utilizado;Não utilizado;[('MultinomialNB', MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True))];{'MultinomialNB__alpha': [0.0, 1.0], 'MultinomialNB__fit_prior': [True, False]};19;36;5;"Pipeline(memory=None,
         steps=[('MultinomialNB',
                 MultinomialNB(alpha=0.0, class_prior=None, fit_prior=True))],
         verbose=False)";{'MultinomialNB__fit_prior': True, 'MultinomialNB__alpha': 0.0};3_4
RandomForestClassifier;0.8012820512820513;0.7835164835164835;0.8445477599323754;0.7394957983193278;6.863526052670085;0.8148148148148148;0.676923076923077;4716466;1098803;train_test_split 25%;Não utilizado;Não utilizado;"[('RandomForestClassifier', RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=None, max_features='auto',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=100,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False))]";{'RandomForestClassifier__criterion': ('gini', 'entropy'), 'RandomForestClassifier__max_features': ('auto', 'sqrt', 'log2', None), 'RandomForestClassifier__warm_start': [True, False], 'RandomForestClassifier__class_weight': ('balanced', 'balanced_subsample', None)};19;39;4;"Pipeline(memory=None,
         steps=[('RandomForestClassifier',
                 RandomForestClassifier(bootstrap=True, ccp_alpha=0.0,
                                        class_weight=None, criterion='gini',
                                        max_depth=None, max_features=None,
                                        max_leaf_nodes=None, max_samples=None,
                                        min_impurity_decrease=0.0,
                                        min_impurity_split=None,
                                        min_samples_leaf=1, min_samples_split=2,
                                        min_weight_fraction_leaf=0.0,
                                        n_estimators=100, n_jobs=None,
                                        oob_score=False, random_state=None,
                                        verbose=0, warm_start=True))],
         verbose=False)";{'RandomForestClassifier__warm_start': True, 'RandomForestClassifier__max_features': None, 'RandomForestClassifier__criterion': 'gini', 'RandomForestClassifier__class_weight': None};3_4
AdaBoostClassifier;0.7435897435897436;0.7212121212121212;0.7957070707070707;0.6551724137931034;8.85615801901019;0.76;0.5757575757575758;9187046;1419495;train_test_split 25%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('AdaBoostClassifier', AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None, learning_rate=1.0,
                   n_estimators=50, random_state=None))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'AdaBoostClassifier__n_estimators': [5, 25, 50, 75, 100], 'AdaBoostClassifier__learning_rate': [0.5, 1.0, 1.5], 'AdaBoostClassifier__algorithm': ('SAMME', 'SAMME.R')};36;1;4;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l2')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=3,
                     random_state=None, svd_solver='randomized', tol=0.0,
                     whiten=False)),
                ('AdaBoostClassifier',
                 AdaBoostClassifier(algorithm='SAMME', base_estimator=None,
                                    learning_rate=1.0, n_estimators=75,
                                    random_state=None))],
         verbose=False)";{'pca__whiten': False, 'pca__svd_solver': 'randomized', 'pca__n_components': 3, 'normalizer__norm': 'l2', 'AdaBoostClassifier__n_estimators': 75, 'AdaBoostClassifier__learning_rate': 1.0, 'AdaBoostClassifier__algorithm': 'SAMME'};3_4
BaggingClassifier;0.7564102564102564;0.7545454545454545;0.8084175084175084;0.7205882352941176;8.413399324055385;0.7;0.7424242424242424;8107030;7331487;train_test_split 25%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('BaggingClassifier', BaggingClassifier(base_estimator=None, bootstrap=True, bootstrap_features=False,
                  max_features=1.0, max_samples=1.0, n_estimators=10,
                  n_jobs=None, oob_score=False, random_state=None, verbose=0,
                  warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'BaggingClassifier__n_estimators': [5, 10, 15], 'BaggingClassifier__bootstrap_features': [True, False], 'BaggingClassifier__oob_score': [True, False]};36;15;9;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=3,
                     random_state=None, svd_solver='randomized', tol=0.0,
                     whiten=True)),
                ('BaggingClassifier',
                 BaggingClassifier(base_estimator=None, bootstrap=True,
                                   bootstrap_features=False, max_features=1.0,
                                   max_samples=1.0, n_estimators=15,
                                   n_jobs=None, oob_score=False,
                                   random_state=None, verbose=0,
                                   warm_start=False))],
         verbose=False)";{'pca__whiten': True, 'pca__svd_solver': 'randomized', 'pca__n_components': 3, 'normalizer__norm': 'max', 'BaggingClassifier__oob_score': False, 'BaggingClassifier__n_estimators': 15, 'BaggingClassifier__bootstrap_features': False};3_4
BernoulliNB;0.7115384615384616;0.7297979797979799;0.7720538720538721;0.7133757961783442;9.963287972314344;0.6153846153846154;0.8484848484848485;1652713;837616;train_test_split 25%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('BernoulliNB', BernoulliNB(alpha=1.0, binarize=0.0, class_prior=None, fit_prior=True))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'BernoulliNB__alpha': [0, 0.5, 1.0, 1.5, 2], 'BernoulliNB__fit_prior': [True, False]};36;6;10;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=5,
                     random_state=None, svd_solver='randomized', tol=0.0,
                     whiten=False)),
                ('BernoulliNB',
                 BernoulliNB(alpha=0, binarize=0.0, class_prior=None,
                             fit_prior=False))],
         verbose=False)";{'pca__whiten': False, 'pca__svd_solver': 'randomized', 'pca__n_components': 5, 'normalizer__norm': 'max', 'BernoulliNB__fit_prior': False, 'BernoulliNB__alpha': 0};3_4
CalibratedClassifierCV;0.7115384615384616;0.6974747474747475;0.747895622895623;0.64;9.963205962321505;0.6779661016949152;0.6060606060606061;9379660;617115;train_test_split 25%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('CalibratedClassifierCV', CalibratedClassifierCV(base_estimator=None, cv=None, method='sigmoid'))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'CalibratedClassifierCV__method': ('sigmoid', 'isotonic'), 'CalibratedClassifierCV__cv': [3, 5, 10]};36;25;4;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=7,
                     random_state=None, svd_solver='randomized', tol=0.0,
                     whiten=False)),
                ('CalibratedClassifierCV',
                 CalibratedClassifierCV(base_estimator=None, cv=5,
                                        method='isotonic'))],
         verbose=False)";{'pca__whiten': False, 'pca__svd_solver': 'randomized', 'pca__n_components': 7, 'normalizer__norm': 'max', 'CalibratedClassifierCV__method': 'isotonic', 'CalibratedClassifierCV__cv': 5};3_4
DecisionTreeClassifier;0.7756410256410257;0.7651515151515151;0.7577441077441078;0.7244094488188977;7.749161331944403;0.7540983606557377;0.696969696969697;3246027;4717708;train_test_split 25%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('DecisionTreeClassifier', DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='gini',
                       max_depth=None, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best'))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'DecisionTreeClassifier__criterion': ('gini', 'entropy'), 'DecisionTreeClassifier__splitter': ('best', 'random')};36;27;4;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l1')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=7,
                     random_state=None, svd_solver='randomized', tol=0.0,
                     whiten=False)),
                ('DecisionTreeClassifier',
                 DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None,
                                        criterion='gini', max_depth=None,
                                        max_features=None, max_leaf_nodes=None,
                                        min_impurity_decrease=0.0,
                                        min_impurity_split=None,
                                        min_samples_leaf=1, min_samples_split=2,
                                        min_weight_fraction_leaf=0.0,
                                        presort='deprecated', random_state=None,
                                        splitter='best'))],
         verbose=False)";{'pca__whiten': False, 'pca__svd_solver': 'randomized', 'pca__n_components': 7, 'normalizer__norm': 'l1', 'DecisionTreeClassifier__splitter': 'best', 'DecisionTreeClassifier__criterion': 'gini'};3_4
ExtraTreeClassifier;0.7820512820512819;0.7747474747474747;0.7682659932659932;0.7384615384615384;7.527764044781065;0.75;0.7272727272727273;7123093;8517883;train_test_split 25%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('ExtraTreeClassifier', ExtraTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='gini',
                    max_depth=None, max_features='auto', max_leaf_nodes=None,
                    min_impurity_decrease=0.0, min_impurity_split=None,
                    min_samples_leaf=1, min_samples_split=2,
                    min_weight_fraction_leaf=0.0, random_state=None,
                    splitter='random'))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'ExtraTreeClassifier__criterion': ('gini', 'entropy'), 'ExtraTreeClassifier__max_features': ('auto', 'sqrt', 'log2')};36;12;9;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l1')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=7,
                     random_state=None, svd_solver='randomized', tol=0.0,
                     whiten=False)),
                ('ExtraTreeClassifier',
                 ExtraTreeClassifier(ccp_alpha=0.0, class_weight=None,
                                     criterion='gini', max_depth=None,
                                     max_features='auto', max_leaf_nodes=None,
                                     min_impurity_decrease=0.0,
                                     min_impurity_split=None,
                                     min_samples_leaf=1, min_samples_split=2,
                                     min_weight_fraction_leaf=0.0,
                                     random_state=None, splitter='random'))],
         verbose=False)";{'pca__whiten': False, 'pca__svd_solver': 'randomized', 'pca__n_components': 7, 'normalizer__norm': 'l1', 'ExtraTreeClassifier__max_features': 'auto', 'ExtraTreeClassifier__criterion': 'gini'};3_4
ExtraTreesClassifier;0.7628205128205128;0.7560606060606061;0.8014309764309764;0.7175572519083969;8.191981534393838;0.7230769230769231;0.7121212121212122;7508194;7528645;train_test_split 25%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('ExtraTreesClassifier', ExtraTreesClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                     criterion='gini', max_depth=None, max_features='auto',
                     max_leaf_nodes=None, max_samples=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=100,
                     n_jobs=None, oob_score=False, random_state=None, verbose=0,
                     warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'ExtraTreesClassifier__criterion': ('gini', 'entropy'), 'ExtraTreesClassifier__max_features': ('auto', 'sqrt', 'log2')};36;17;4;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=3,
                     random_state=None, svd_solver='randomized', tol=0.0,
                     whiten=False)),
                ('ExtraTreesClassifier',
                 ExtraTreesClassifier(bootstrap=False, ccp_alpha=0.0,
                                      class_weight=None, criterion='gini',
                                      max_depth=None, max_features='log2',
                                      max_leaf_nodes=None, max_samples=None,
                                      min_impurity_decrease=0.0,
                                      min_impurity_split=None,
                                      min_samples_leaf=1, min_samples_split=2,
                                      min_weight_fraction_leaf=0.0,
                                      n_estimators=100, n_jobs=None,
                                      oob_score=False, random_state=None,
                                      verbose=0, warm_start=False))],
         verbose=False)";{'pca__whiten': False, 'pca__svd_solver': 'randomized', 'pca__n_components': 3, 'normalizer__norm': 'max', 'ExtraTreesClassifier__max_features': 'log2', 'ExtraTreesClassifier__criterion': 'gini'};3_4
GaussianProcessClassifier;0.7179487179487181;0.7070707070707071;0.7852693602693602;0.65625;9.741808675158168;0.6774193548387096;0.6363636363636364;7053119;1610640;train_test_split 25%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('GaussianProcessClassifier', GaussianProcessClassifier(copy_X_train=True, kernel=None, max_iter_predict=100,
                          multi_class='one_vs_rest', n_jobs=None,
                          n_restarts_optimizer=0, optimizer='fmin_l_bfgs_b',
                          random_state=None, warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'GaussianProcessClassifier__n_restarts_optimizer': [0, 5, 10, 15], 'GaussianProcessClassifier__max_iter_predict': [10, 100, 1000]};36;34;9;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l1')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=5,
                     random_state=None, svd_solver='auto', tol=0.0,
                     whiten=True)),
                ('GaussianProcessClassifier',
                 GaussianProcessClassifier(copy_X_train=True, kernel=None,
                                           max_iter_predict=1000,
                                           multi_class='one_vs_rest',
                                           n_jobs=None, n_restarts_optimizer=5,
                                           optimizer='fmin_l_bfgs_b',
                                           random_state=None,
                                           warm_start=False))],
         verbose=False)";{'pca__whiten': True, 'pca__svd_solver': 'auto', 'pca__n_components': 5, 'normalizer__norm': 'l1', 'GaussianProcessClassifier__n_restarts_optimizer': 5, 'GaussianProcessClassifier__max_iter_predict': 1000};3_4
GradientBoostingClassifier;0.7756410256410257;0.763131313131313;0.8322390572390573;0.7199999999999999;7.749156206319847;0.7627118644067796;0.6818181818181818;4590791;1397098;train_test_split 25%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('GradientBoostingClassifier', GradientBoostingClassifier(ccp_alpha=0.0, criterion='friedman_mse', init=None,
                           learning_rate=0.1, loss='deviance', max_depth=3,
                           max_features=None, max_leaf_nodes=None,
                           min_impurity_decrease=0.0, min_impurity_split=None,
                           min_samples_leaf=1, min_samples_split=2,
                           min_weight_fraction_leaf=0.0, n_estimators=100,
                           n_iter_no_change=None, presort='deprecated',
                           random_state=None, subsample=1.0, tol=0.0001,
                           validation_fraction=0.1, verbose=0,
                           warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'GradientBoostingClassifier__loss': ('deviance', 'exponential'), 'GradientBoostingClassifier__learning_rate': [0.1, 0.2, 0.001], 'GradientBoostingClassifier__criterion': ('friedman_mse', 'mse', 'mae'), 'GradientBoostingClassifier__max_features': ('auto', 'sqrt', 'log2')};36;42;6;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=None,
                     random_state=None, svd_solver='randomized', tol=0.0,
                     whiten=True)),
                ('GradientBoostingClassifier',
                 GradientBoostingClassifier(ccp_alpha=0.0,
                                            criterion='friedman_mse', init=None,
                                            learning_rate=0.1,
                                            loss='exponential', max_depth=3,
                                            max_features='auto',
                                            max_leaf_nodes=None,
                                            min_impurity_decrease=0.0,
                                            min_impurity_split=None,
                                            min_samples_leaf=1,
                                            min_samples_split=2,
                                            min_weight_fraction_leaf=0.0,
                                            n_estimators=100,
                                            n_iter_no_change=None,
                                            presort='deprecated',
                                            random_state=None, subsample=1.0,
                                            tol=0.0001, validation_fraction=0.1,
                                            verbose=0, warm_start=False))],
         verbose=False)";{'pca__whiten': True, 'pca__svd_solver': 'randomized', 'pca__n_components': None, 'normalizer__norm': 'max', 'GradientBoostingClassifier__max_features': 'auto', 'GradientBoostingClassifier__loss': 'exponential', 'GradientBoostingClassifier__learning_rate': 0.1, 'GradientBoostingClassifier__criterion': 'friedman_mse'};3_4
KNeighborsClassifier;0.7371794871794872;0.7277777777777776;0.7651515151515151;0.6821705426356589;9.077596311169943;0.6984126984126984;0.6666666666666666;8096802;3919659;train_test_split 25%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('KNeighborsClassifier', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=5, p=2,
                     weights='uniform'))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'KNeighborsClassifier__n_neighbors': [3, 5, 7, 9], 'KNeighborsClassifier__weights': ('uniform', 'distance'), 'KNeighborsClassifier__algorithm': ('auto', 'ball_tree', 'kd_tree', 'brute'), 'KNeighborsClassifier__p': [1, 2]};36;31;4;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l1')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=9,
                     random_state=None, svd_solver='randomized', tol=0.0,
                     whiten=True)),
                ('KNeighborsClassifier',
                 KNeighborsClassifier(algorithm='auto', leaf_size=30,
                                      metric='minkowski', metric_params=None,
                                      n_jobs=None, n_neighbors=3, p=1,
                                      weights='uniform'))],
         verbose=False)";{'pca__whiten': True, 'pca__svd_solver': 'randomized', 'pca__n_components': 9, 'normalizer__norm': 'l1', 'KNeighborsClassifier__weights': 'uniform', 'KNeighborsClassifier__p': 1, 'KNeighborsClassifier__n_neighbors': 3, 'KNeighborsClassifier__algorithm': 'auto'};3_4
